客編,平均繳款延遲日數,paytype_1,paytype_3,paytype_6,paytype_12,paytype_15,paytype_99,paymethod_APP臨櫃代收(7-11),paymethod_CVS臨櫃代收(7-11),paymethod_信用卡扣款,paymethod_其他繳款方式,paymethod_廠商代收,paymethod_當月繳帳單,paymethod_簡訊帳單臨櫃代收(7-11),paymethod_金融機構轉帳
906705,-22.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
870351,-34.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
876625,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1154811,-17.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
786068,-25.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
941920,-43.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
942867,-36.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1045063,-17.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
735422,-4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1155819,-31.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
702282,-24.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1154505,-18.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
120268,-12.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
129454,-12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
840313,-5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1065276,-33.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
311245,-9.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1158011,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1138776,-11.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1019250,-25.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
61941,-10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
967477,-23.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
978931,-20.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
970731,-21.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
853408,-3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1195711,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1067314,-18.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1019386,-13.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1038501,-30.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1066369,-7.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1067494,-25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
995122,-9.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1156034,-36.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
683345,-13.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
876451,-27.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1162669,-43.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1195696,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1152358,-2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1195685,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1189547,-16.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1192513,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
405919,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1111785,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1114505,-24.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1194592,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1149144,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
760682,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1147847,19.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
927208,34.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1152885,38.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1079127,31.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1150617,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1113776,39.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
424876,29.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0
738367,29.33333333333333,0,0,0,0,1,0,0,1,0,0,0,0,0,0
699455,12.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
969151,32.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1092684,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
825806,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1151155,40.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1151752,29.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1040221,33.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1114337,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1098434,28.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
630049,20.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
688806,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
898674,18.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1072325,-40.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1072338,-46.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
